11:17:13: INFO: <module>: for iteration:1:number of inputs:10
11:17:21: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br><br>o</body>:original code output:['<br><br><br>o', '441\r\n']
14:10:12: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:14: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:14: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:15: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:15: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:15: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:15: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:15: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:15: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:17: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:10:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:10:18: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:18: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:18: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:18: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:18: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:10:18: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:10:20: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:20: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:21: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:10:21: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:10:23: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:10:23: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:10:28: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:10:28: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:10:31: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:10:31: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:10:31: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:10:31: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:10:33: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:10:33: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:10:34: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:10:34: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:10:34: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:10:34: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:10:36: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:10:36: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:10:36: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:10:36: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:10:37: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:10:37: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:10:37: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:37: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:39: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:10:39: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:10:39: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:10:39: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:10:40: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:40: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:40: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:40: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:42: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:10:42: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:10:43: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:43: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:43: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:43: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:43: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:43: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:43: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}
14:10:45: INFO: test_env: for original code input:<!DOCTYPE html><body><br>o</body>:original code output:['<br>o', '440\r\n']
14:10:45: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>o</body>:mutated code output:['<br>o', '434\n']
14:10:46: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:46: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:46: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:46: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:46: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}
14:10:46: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:46: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:48: INFO: test_env: for original code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:original code output:['<div>p1e3g</div>j5Q', '455\r\n']
14:10:48: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>p1e3g</div>j5Q</body>:mutated code output:['<div>p1e3g</div>j5Q', '449\n']
14:10:49: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:49: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:49: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}
14:10:49: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:49: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:50: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:50: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:52: INFO: test_env: for original code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:original code output:['<br><a href=w></a><br>3', '533\r\n']
14:10:52: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><a href='w'></a><br>3</body>:mutated code output:['<br><a></a><br>3', '520\n']
14:10:52: INFO: test_env: Mutant killed with<!DOCTYPE html><body><br><a href='w'></a><br>3</body>! Current mutant killed list:{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
14:10:52: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:52: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:53: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:53: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:53: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:53: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:55: INFO: test_env: for original code input:<!DOCTYPE html><body>gIT m</body>:original code output:['gIT m', '437\r\n']
14:10:55: INFO: test_env: For mutated code input:<!DOCTYPE html><body>gIT m</body>:mutated code output:['gIT m', '431\n']
14:10:56: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:56: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:56: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:10:56: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:10:58: INFO: test_env: for original code input:<!DOCTYPE html><body>4</body>:original code output:['4', '434\r\n']
14:10:58: INFO: test_env: For mutated code input:<!DOCTYPE html><body>4</body>:mutated code output:['4', '428\n']
14:10:59: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:10:59: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:10:59: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:10:59: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:11:01: INFO: test_env: for original code input:<!DOCTYPE html><body>ow</body>:original code output:['ow', '437\r\n']
14:11:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body>ow</body>:mutated code output:['ow', '431\n']
14:11:01: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:11:01: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:11:03: INFO: test_env: for original code input:<!DOCTYPE html><body>zB  Tc</body>:original code output:['zB  Tc', '437\r\n']
14:11:03: INFO: test_env: For mutated code input:<!DOCTYPE html><body>zB  Tc</body>:mutated code output:['zB  Tc', '431\n']
14:11:08: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:11:08: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:11:11: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:11:11: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:11:11: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:11:11: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:11:13: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:11:13: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:11:14: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:11:14: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:11:14: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:11:14: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
14:11:16: INFO: test_env: for original code input:<!DOCTYPE html><body><div>W</div><br>"</body>:original code output:['<div>W</div><br>"', '457\r\n']
14:11:16: INFO: test_env: For mutated code input:<!DOCTYPE html><body><div>W</div><br>"</body>:mutated code output:['<div>W</div><br>"', '451\n']
14:11:17: INFO: test_env: for original code input:<!DOCTYPE html><body><br>6wj</body>:original code output:['<br>6wj', '443\r\n']
14:11:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br>6wj</body>:mutated code output:['<br>6wj', '437\n']
14:11:17: INFO: test_env: for original code input:<!DOCTYPE html><body><br><br>5L3</body>:original code output:['<br><br>5L3', '444\r\n']
14:11:17: INFO: test_env: For mutated code input:<!DOCTYPE html><body><br><br>5L3</body>:mutated code output:['<br><br>5L3', '438\n']
